
---------- Begin Simulation Statistics ----------
simSeconds                                   0.422899                       # Number of seconds simulated (Second)
simTicks                                 422898995000                       # Number of ticks simulated (Tick)
finalTick                                422898995000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4613.41                       # Real time elapsed on the host (Second)
hostTickRate                                 91667384                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2261980                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000000                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   216760                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     245407                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        845797991                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2024117757                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  1252010                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1558963245                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 434106                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            893206129                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        2322443166                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             1250158                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           845723072                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.843350                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.960607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 308425966     36.47%     36.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 145077347     17.15%     53.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                 116740746     13.80%     67.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  94833110     11.21%     78.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  77198521      9.13%     87.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  61027649      7.22%     94.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  22082850      2.61%     97.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  13219417      1.56%     99.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   7117466      0.84%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             845723072                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 2982320     11.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     11.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     11.00% # attempts to use FU when none available (Count)
