
---------- Begin Simulation Statistics ----------
simSeconds                                   0.016568                       # Number of seconds simulated (Second)
simTicks                                  16567798500                       # Number of ticks simulated (Tick)
finalTick                                 16567798500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    306.57                       # Real time elapsed on the host (Second)
hostTickRate                                 54043118                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2252860                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      111736746                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   326194                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     364478                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         66271195                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       125379049                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   732583                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      120487146                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 234056                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             14374801                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          33116683                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2861                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            66209176                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.819795                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.213019                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  30215826     45.64%     45.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7737092     11.69%     57.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   7270247     10.98%     68.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   5591065      8.44%     76.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   5513356      8.33%     85.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4231400      6.39%     91.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2701744      4.08%     95.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1572091      2.37%     97.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   1376355      2.08%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              66209176                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  276853      8.48%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.48% # attempts to use FU when none available (Count)
