
---------- Begin Simulation Statistics ----------
simSeconds                                   0.022294                       # Number of seconds simulated (Second)
simTicks                                  22293522500                       # Number of ticks simulated (Tick)
finalTick                                 22293522500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    415.68                       # Real time elapsed on the host (Second)
hostTickRate                                 53631477                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2241796                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      117967369                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   240570                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     283794                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         44587046                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       131214766                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      115                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      127681203                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   4770                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             13247464                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          30555680                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  19                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            44567858                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.864872                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.310525                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   9033218     20.27%     20.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   5023986     11.27%     31.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8488200     19.05%     50.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6184360     13.88%     64.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4801144     10.77%     75.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4196547      9.42%     84.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   3152550      7.07%     91.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1477698      3.32%     95.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   2210155      4.96%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              44567858                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  446875     89.68%     89.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     89.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     89.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     89.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     89.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     89.68% # attempts to use FU when none available (Count)
