
---------- Begin Simulation Statistics ----------
simSeconds                                   0.022308                       # Number of seconds simulated (Second)
simTicks                                  22308384500                       # Number of ticks simulated (Tick)
finalTick                                 22308384500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    397.12                       # Real time elapsed on the host (Second)
hostTickRate                                 56175487                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2241796                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      117967369                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   251813                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     297057                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         44616770                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       130112081                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      114                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      126141398                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1721                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12144765                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          32595337                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            44597839                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.828420                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.270846                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8925174     20.01%     20.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   5026445     11.27%     31.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8793331     19.72%     51.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   5871877     13.17%     64.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   5643001     12.65%     76.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4672592     10.48%     87.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2104442      4.72%     92.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1136772      2.55%     94.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   2424205      5.44%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              44597839                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  319041     98.26%     98.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     98.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     98.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     98.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     98.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     98.26% # attempts to use FU when none available (Count)
